t,s	E,V	I(E),mA
385.40	-0.71470	5.8647e+01
385.60	-0.71574	5.8123e+01
385.80	-0.71665	5.7598e+01
386.00	-0.71782	5.7035e+01
386.20	-0.71873	5.6433e+01
386.40	-0.71977	5.5869e+01
386.60	-0.72081	5.5306e+01
386.80	-0.72172	5.4762e+01
387.00	-0.72276	5.4218e+01
387.20	-0.72392	5.3635e+01
387.40	-0.72496	5.3033e+01
387.60	-0.72587	5.2470e+01
387.80	-0.72691	5.1965e+01
388.00	-0.72782	5.1440e+01
388.20	-0.72873	5.0896e+01
388.40	-0.72964	5.0333e+01
388.60	-0.73055	4.9809e+01
388.80	-0.73133	4.9342e+01
389.00	-0.73224	4.8896e+01
389.20	-0.73315	4.8429e+01
389.40	-0.73419	4.7905e+01
389.60	-0.73510	4.7419e+01
389.80	-0.73614	4.6953e+01
390.00	-0.73704	4.6467e+01
390.40	-0.73899	4.3756e+01
390.60	-0.74003	4.3259e+01
390.80	-0.74107	4.2762e+01
391.00	-0.74211	4.2310e+01
391.20	-0.74302	4.1843e+01
391.40	-0.74406	4.1360e+01
391.60	-0.74510	4.0870e+01
391.80	-0.74627	4.0415e+01
392.00	-0.74731	3.9978e+01
392.20	-0.74835	3.9524e+01
392.40	-0.74925	3.9086e+01
392.60	-0.75042	3.8615e+01
392.80	-0.75146	3.8177e+01
393.00	-0.75237	3.7780e+01
393.20	-0.75341	3.7351e+01
393.40	-0.75458	3.6910e+01
393.60	-0.75549	3.6470e+01
393.80	-0.75653	3.6029e+01
394.00	-0.75757	3.5600e+01
394.20	-0.75861	3.5171e+01
394.40	-0.75965	3.4779e+01
394.60	-0.76069	3.4348e+01
394.80	-0.76173	3.3927e+01
395.00	-0.76276	3.3511e+01
395.20	-0.76380	3.3133e+01
395.40	-0.76484	3.2749e+01
395.60	-0.76588	3.2359e+01
395.80	-0.76679	3.1915e+01
396.00	-0.76783	3.1536e+01
396.20	-0.76874	3.1149e+01
396.40	-0.76991	3.0768e+01
396.60	-0.77082	3.0413e+01
396.80	-0.77199	2.9993e+01
397.00	-0.77303	2.9594e+01
397.20	-0.77394	2.9244e+01
397.40	-0.77497	2.8867e+01
397.60	-0.77588	2.8495e+01
397.80	-0.77679	2.8113e+01
398.00	-0.77796	2.7723e+01
398.20	-0.77887	2.7365e+01
398.40	-0.78004	2.7013e+01
398.60	-0.78095	2.6688e+01
398.80	-0.78212	2.6298e+01
399.00	-0.78316	2.5916e+01
399.20	-0.78407	2.5530e+01
399.40	-0.78524	2.5201e+01
399.60	-0.78615	2.4856e+01
399.80	-0.78719	2.4503e+01
400.00	-0.78809	2.4122e+01
400.20	-0.78900	2.3787e+01
400.40	-0.79017	2.3428e+01
400.60	-0.79108	2.3076e+01
400.80	-0.79225	2.2746e+01
401.00	-0.79303	2.2404e+01
401.20	-0.79394	2.2026e+01
401.40	-0.79498	2.1696e+01
401.60	-0.79589	2.1374e+01
401.80	-0.79680	2.1069e+01
402.00	-0.79784	2.0714e+01
402.20	-0.79888	2.0339e+01
402.40	-0.79992	1.9995e+01
402.60	-0.80095	1.9671e+01
402.80	-0.80186	1.9353e+01
403.00	-0.80290	1.9055e+01
403.20	-0.80394	1.8713e+01
403.40	-0.80511	1.8344e+01
403.60	-0.80615	1.8071e+01
403.80	-0.80706	1.7789e+01
404.00	-0.80810	1.7529e+01
404.20	-0.80901	1.7234e+01
404.40	-0.80992	1.6930e+01
404.60	-0.81083	1.6676e+01
404.80	-0.81174	1.6387e+01
405.00	-0.81291	1.6099e+01
405.20	-0.81381	1.5846e+01
405.40	-0.81485	1.5445e+01
405.60	-0.81589	1.5144e+01
405.80	-0.81693	1.4864e+01
406.00	-0.81784	1.4566e+01
406.20	-0.81901	1.4284e+01
406.40	-0.81992	1.3945e+01
406.60	-0.82096	1.3646e+01
406.80	-0.82200	1.3347e+01
407.00	-0.82291	1.3066e+01
407.20	-0.82408	1.2786e+01
407.40	-0.82499	1.2517e+01
407.60	-0.82615	1.2178e+01
407.80	-0.82732	1.1905e+01
408.00	-0.82836	1.1615e+01
408.20	-0.82927	1.1355e+01
408.40	-0.83031	1.1090e+01
408.60	-0.83135	1.0794e+01
408.80	-0.83226	1.0520e+01
409.00	-0.83343	1.0252e+01
409.20	-0.83421	1.0006e+01
409.40	-0.83525	9.7762e+00
409.60	-0.83642	9.4976e+00
409.80	-0.83733	9.1984e+00
410.00	-0.83837	8.9424e+00
410.20	-0.83940	8.7165e+00
410.40	-0.84044	8.4304e+00
410.60	-0.84148	8.1801e+00
410.80	-0.84239	7.8846e+00
411.00	-0.84343	7.6361e+00
411.20	-0.84447	7.4084e+00
411.40	-0.84551	7.1637e+00
411.60	-0.84642	6.9209e+00
411.80	-0.84759	6.6517e+00
412.00	-0.84863	6.3637e+00
412.20	-0.84954	6.1134e+00
412.40	-0.85045	5.8932e+00
412.60	-0.85161	5.6711e+00
412.80	-0.85252	5.4170e+00
413.00	-0.85343	5.1271e+00
413.20	-0.85447	4.8749e+00
413.40	-0.85551	4.6547e+00
414.00	-0.85850	3.8223e+00
414.20	-0.85928	3.5858e+00
414.40	-0.86019	3.3548e+00
414.60	-0.86110	3.1100e+00
414.80	-0.86201	2.8862e+00
415.00	-0.86292	2.6414e+00
415.20	-0.86396	2.3723e+00
415.40	-0.86499	2.1359e+00
415.60	-0.86603	1.9052e+00
415.80	-0.86694	1.6600e+00
416.00	-0.86811	1.4188e+00
416.20	-0.86902	1.1790e+00
416.40	-0.87019	9.3463e-01
416.60	-0.87123	7.1528e-01
416.80	-0.87227	5.0584e-01
417.40	-0.87500	-1.0706e-01
417.60	-0.87591	-3.2929e-01
417.80	-0.87695	-5.4049e-01
418.40	-0.88006	-1.2501e+00
418.60	-0.88110	-1.4861e+00
418.80	-0.88214	-1.7084e+00
419.00	-0.88318	-1.9239e+00
419.20	-0.88409	-2.1528e+00
419.40	-0.88513	-2.3906e+00
419.60	-0.88604	-2.5999e+00
419.80	-0.88721	-2.8310e+00
420.00	-0.88825	-3.0489e+00
420.20	-0.88929	-3.3268e+00
420.40	-0.89032	-3.5856e+00
420.60	-0.89136	-3.8347e+00
420.80	-0.89253	-4.0241e+00
421.00	-0.89357	-4.2648e+00
421.20	-0.89448	-4.4856e+00
421.40	-0.89552	-4.7343e+00
421.60	-0.89643	-4.9421e+00
421.80	-0.89747	-5.1388e+00
422.00	-0.89851	-5.3381e+00
422.20	-0.89942	-5.5586e+00
422.80	-0.90254	-6.2226e+00
423.00	-0.90370	-6.4503e+00
423.20	-0.90461	-6.6216e+00
423.40	-0.90578	-6.8663e+00
423.60	-0.90669	-7.1336e+00
423.80	-0.90760	-7.3783e+00
424.00	-0.90864	-7.6098e+00
424.20	-0.90981	-7.8112e+00
424.40	-0.91072	-8.0163e+00
424.60	-0.91176	-8.2554e+00
424.80	-0.91280	-8.4756e+00
425.00	-0.91384	-8.7146e+00
425.20	-0.91475	-8.9217e+00
425.40	-0.91578	-9.1325e+00
425.60	-0.91669	-9.3263e+00
425.80	-0.91773	-9.5917e+00
426.00	-0.91851	-9.8308e+00
426.20	-0.91955	-1.0030e+01
426.40	-0.92059	-1.0245e+01
426.60	-0.92150	-1.0435e+01
426.80	-0.92241	-1.0665e+01
427.00	-0.92319	-1.0894e+01
427.20	-0.92410	-1.1101e+01
427.40	-0.92488	-1.1310e+01
427.60	-0.92566	-1.1498e+01
427.80	-0.92631	-1.1724e+01
428.00	-0.92735	-1.1975e+01
428.20	-0.92826	-1.2227e+01
428.40	-0.92942	-1.2517e+01
428.60	-0.93033	-1.2750e+01
428.80	-0.93137	-1.3010e+01
429.00	-0.93241	-1.3315e+01
429.20	-0.93358	-1.3593e+01
429.40	-0.93462	-1.3878e+01
429.60	-0.93553	-1.4113e+01
429.80	-0.93670	-1.4363e+01
430.00	-0.93774	-1.4651e+01
430.20	-0.93878	-1.4954e+01
430.40	-0.93969	-1.5223e+01
430.60	-0.94073	-1.5500e+01
430.80	-0.94176	-1.5745e+01
431.00	-0.94280	-1.6010e+01
431.20	-0.94384	-1.6321e+01
431.40	-0.94488	-1.6616e+01
431.60	-0.94605	-1.6921e+01
431.80	-0.94696	-1.7220e+01
432.00	-0.94800	-1.7499e+01
432.20	-0.94904	-1.7830e+01
432.40	-0.94995	-1.8148e+01
432.60	-0.95112	-1.8461e+01
432.80	-0.95203	-1.8734e+01
433.00	-0.95320	-1.9052e+01
433.20	-0.95423	-1.9377e+01
433.40	-0.95540	-1.9752e+01
433.60	-0.95644	-2.0096e+01
433.80	-0.95748	-2.0420e+01
434.00	-0.95852	-2.0755e+01
434.20	-0.95956	-2.1086e+01
434.40	-0.96060	-2.1468e+01
434.60	-0.96164	-2.1832e+01
434.80	-0.96268	-2.2148e+01
435.00	-0.96372	-2.2466e+01
435.20	-0.96476	-2.2805e+01
435.40	-0.96580	-2.3183e+01
435.60	-0.96683	-2.3560e+01
435.80	-0.96774	-2.3923e+01
436.00	-0.96878	-2.4279e+01
436.20	-0.96969	-2.4625e+01
436.40	-0.97060	-2.4999e+01
436.60	-0.97177	-2.5432e+01
436.80	-0.97281	-2.5843e+01
437.00	-0.97372	-2.6232e+01
437.20	-0.97476	-2.6613e+01
437.40	-0.97580	-2.7036e+01
437.60	-0.97671	-2.7473e+01
437.80	-0.97775	-2.7885e+01
438.00	-0.97879	-2.8273e+01
438.20	-0.97995	-2.8704e+01
438.40	-0.98073	-2.9167e+01
438.60	-0.98190	-2.9626e+01
438.80	-0.98294	-3.0100e+01
439.00	-0.98385	-3.0544e+01
439.20	-0.98489	-3.1002e+01
439.40	-0.98593	-3.1425e+01
439.60	-0.98697	-3.1911e+01
439.80	-0.98775	-3.2406e+01
440.00	-0.98866	-3.2863e+01
440.20	-0.98957	-3.3324e+01
440.40	-0.99035	-3.3776e+01
440.60	-0.99126	-3.4224e+01
440.80	-0.99204	-3.4708e+01
441.00	-0.99307	-3.5163e+01
441.20	-0.99411	-3.5613e+01
441.40	-0.99502	-3.6080e+01
441.60	-0.99606	-3.6524e+01
441.80	-0.99710	-3.6976e+01
442.00	-0.99814	-3.7495e+01
442.20	-0.99905	-3.7930e+01
442.40	-0.99996	-3.8369e+01
442.60	-1.00113	-3.8834e+01
442.80	-1.00204	-3.9274e+01
443.00	-1.00308	-3.9790e+01
443.20	-1.00412	-4.0281e+01
443.40	-1.00516	-4.0737e+01
443.60	-1.00619	-4.1194e+01
443.80	-1.00736	-4.1646e+01
444.00	-1.00840	-4.2141e+01
444.20	-1.00944	-4.2594e+01
444.40	-1.01048	-4.3056e+01
444.60	-1.01139	-4.3404e+01
444.80	-1.01243	-4.3818e+01
445.00	-1.01334	-4.4215e+01
445.20	-1.01425	-4.4605e+01
445.40	-1.01529	-4.5004e+01
445.60	-1.01633	-4.5378e+01
445.80	-1.01737	-4.5726e+01
446.00	-1.01828	-4.6103e+01
446.20	-1.01931	-4.6523e+01
446.40	-1.02048	-4.6948e+01
446.60	-1.02139	-4.7290e+01
446.80	-1.02243	-4.7699e+01
447.00	-1.02334	-4.8051e+01
447.20	-1.02438	-4.8457e+01
447.40	-1.02542	-4.8858e+01
447.60	-1.02646	-4.9190e+01
447.80	-1.02763	-4.9527e+01
448.00	-1.02854	-4.9845e+01
448.20	-1.02958	-5.0215e+01
448.40	-1.03049	-5.0552e+01
448.60	-1.03139	-5.0870e+01
448.80	-1.03256	-5.1189e+01
449.00	-1.03347	-5.1510e+01
449.20	-1.03438	-5.1793e+01
449.40	-1.03542	-5.2165e+01
449.60	-1.03633	-5.2510e+01
449.80	-1.03750	-5.2847e+01
450.00	-1.03841	-5.3210e+01
450.20	-1.03958	-5.3487e+01
450.40	-1.04062	-5.3888e+01
450.60	-1.04153	-5.4238e+01
450.80	-1.04270	-5.4565e+01
451.00	-1.04361	-5.4872e+01
451.20	-1.04464	-5.5173e+01
451.40	-1.04568	-5.5529e+01
451.60	-1.04659	-5.5909e+01
451.80	-1.04763	-5.6229e+01
452.40	-1.05101	-5.9094e+01
452.60	-1.05192	-5.9463e+01
452.80	-1.05296	-5.9774e+01
453.00	-1.05374	-6.0104e+01
453.20	-1.05465	-6.0454e+01
453.40	-1.05556	-6.0745e+01
453.60	-1.05634	-6.1056e+01
453.80	-1.05737	-6.1386e+01
454.00	-1.05828	-6.1717e+01
454.20	-1.05932	-6.1989e+01
454.40	-1.06036	-6.2358e+01
454.60	-1.06127	-6.2688e+01
454.80	-1.06231	-6.3077e+01
455.00	-1.06335	-6.3446e+01
455.20	-1.06439	-6.3776e+01
455.40	-1.06530	-6.4087e+01
455.60	-1.06634	-6.4359e+01
455.80	-1.06725	-6.4728e+01
456.00	-1.06842	-6.5097e+01
456.20	-1.06946	-6.5466e+01
456.40	-1.07049	-6.5796e+01
456.60	-1.07153	-6.6088e+01
456.80	-1.07244	-6.6418e+01
457.00	-1.07361	-6.6826e+01
457.20	-1.07452	-6.7137e+01
457.40	-1.07556	-6.7428e+01
457.60	-1.07647	-6.7739e+01
457.80	-1.07751	-6.8069e+01
458.00	-1.07842	-6.8458e+01
458.20	-1.07933	-6.8749e+01
458.40	-1.08037	-6.9060e+01
458.60	-1.08128	-6.9371e+01
458.80	-1.08232	-6.9759e+01
459.00	-1.08335	-7.0109e+01
459.20	-1.08439	-7.0517e+01
459.40	-1.08543	-7.0866e+01
459.60	-1.08647	-7.1274e+01
459.80	-1.08751	-7.1643e+01
460.00	-1.08842	-7.2013e+01
460.20	-1.08933	-7.2440e+01
460.40	-1.09037	-7.2848e+01
460.60	-1.09141	-7.3236e+01
460.80	-1.09245	-7.3625e+01
461.00	-1.09349	-7.4033e+01
461.20	-1.09453	-7.4460e+01
461.40	-1.09556	-7.4907e+01
461.60	-1.09660	-7.5296e+01
461.80	-1.09764	-7.5704e+01
462.00	-1.09855	-7.6111e+01
462.20	-1.09959	-7.6500e+01
462.40	-1.10063	-7.6966e+01
462.60	-1.10167	-7.7355e+01
462.80	-1.10271	-7.7763e+01
463.00	-1.10375	-7.8171e+01
463.20	-1.10466	-7.8579e+01
463.40	-1.10583	-7.9025e+01
463.60	-1.10674	-7.9472e+01
463.80	-1.10765	-7.9900e+01
464.00	-1.10868	-8.0288e+01
464.20	-1.10959	-8.0715e+01
464.40	-1.11076	-8.1221e+01
464.60	-1.11167	-8.1706e+01
464.80	-1.11271	-8.2153e+01
465.00	-1.11375	-8.2600e+01
465.20	-1.11479	-8.3047e+01
465.40	-1.11570	-8.3552e+01
465.60	-1.11674	-8.4076e+01
465.80	-1.11765	-8.4523e+01
466.00	-1.11856	-8.5028e+01
466.20	-1.11947	-8.5514e+01
466.40	-1.12025	-8.5980e+01
466.60	-1.12102	-8.6563e+01
466.80	-1.12206	-8.7029e+01
467.00	-1.12297	-8.7495e+01
467.20	-1.12401	-8.7961e+01
467.40	-1.12505	-8.8428e+01
467.60	-1.12609	-8.8952e+01
467.80	-1.12700	-8.9515e+01
468.00	-1.12804	-9.0021e+01
468.20	-1.12921	-9.0584e+01
468.40	-1.12999	-9.1089e+01
468.60	-1.13090	-9.1594e+01
468.80	-1.13194	-9.2216e+01
469.00	-1.13298	-9.2760e+01
469.20	-1.13401	-9.3362e+01
469.40	-1.13505	-9.3925e+01
469.60	-1.13609	-9.4508e+01
469.80	-1.13713	-9.5110e+01
470.00	-1.13830	-9.5693e+01
470.20	-1.13908	-9.6237e+01
470.40	-1.14012	-9.6781e+01
470.60	-1.14116	-9.7344e+01
470.80	-1.14220	-9.7869e+01
471.00	-1.14298	-9.8471e+01
471.20	-1.14415	-9.9054e+01
471.40	-1.14532	-9.9675e+01
471.60	-1.14623	-1.0024e+02
471.80	-1.14726	-1.0082e+02
472.00	-1.14817	-1.0148e+02
472.20	-1.14921	-1.0210e+02
472.40	-1.15012	-1.0265e+02
472.60	-1.15116	-1.0329e+02
472.80	-1.15220	-1.0389e+02
473.00	-1.15324	-1.0455e+02
473.20	-1.15428	-1.0519e+02
473.40	-1.15506	-1.0579e+02
473.60	-1.15610	-1.0638e+02
473.80	-1.15701	-1.0692e+02
474.00	-1.15805	-1.0752e+02
474.20	-1.15909	-1.0824e+02
474.40	-1.16012	-1.0888e+02
474.60	-1.16116	-1.0956e+02
474.80	-1.16220	-1.1020e+02
475.00	-1.16311	-1.1086e+02
475.20	-1.16402	-1.1158e+02
475.40	-1.16493	-1.1230e+02
475.60	-1.16610	-1.1298e+02
475.80	-1.16714	-1.1362e+02
476.00	-1.16818	-1.1436e+02
476.20	-1.16922	-1.1508e+02
476.40	-1.17026	-1.1582e+02
476.60	-1.17130	-1.1648e+02
476.80	-1.17220	-1.1714e+02
477.00	-1.17337	-1.1780e+02
477.20	-1.17441	-1.1854e+02
477.40	-1.17532	-1.1930e+02
477.60	-1.17636	-1.2000e+02
477.80	-1.17740	-1.2069e+02
478.00	-1.17844	-1.2141e+02
478.20	-1.17935	-1.2209e+02
478.40	-1.18026	-1.2283e+02
478.60	-1.18143	-1.2357e+02
478.80	-1.18221	-1.2425e+02
479.00	-1.18312	-1.2503e+02
479.20	-1.18390	-1.2575e+02
479.40	-1.18468	-1.2648e+02
479.60	-1.18571	-1.2726e+02
479.80	-1.18675	-1.2802e+02
480.00	-1.18766	-1.2872e+02
480.20	-1.18870	-1.2942e+02
480.40	-1.18987	-1.3021e+02
480.60	-1.19078	-1.3103e+02
480.80	-1.19169	-1.3179e+02
481.00	-1.19273	-1.3256e+02
481.20	-1.19390	-1.3330e+02
481.40	-1.19481	-1.3404e+02
481.60	-1.19572	-1.3484e+02
481.80	-1.19689	-1.3557e+02
482.00	-1.19792	-1.3627e+02
482.20	-1.19896	-1.3695e+02
482.40	-1.20000	-1.3767e+02
482.60	-1.20078	-1.3839e+02
482.80	-1.20078	-1.3756e+02
483.00	-1.19987	-1.3631e+02
			
483.20	-1.19896	-1.3528e+02
483.40	-1.19779	-1.3427e+02
483.60	-1.19676	-1.3334e+02
483.80	-1.19572	-1.3235e+02
484.00	-1.19468	-1.3142e+02
484.20	-1.19351	-1.3045e+02
484.40	-1.19273	-1.2957e+02
484.60	-1.19169	-1.2874e+02
484.80	-1.19065	-1.2784e+02
485.00	-1.18961	-1.2703e+02
485.20	-1.18857	-1.2621e+02
485.40	-1.18753	-1.2540e+02
485.60	-1.18649	-1.2468e+02
485.80	-1.18558	-1.2392e+02
486.00	-1.18468	-1.2308e+02
486.20	-1.18377	-1.2225e+02
486.40	-1.18299	-1.2139e+02
486.60	-1.18208	-1.2073e+02
486.80	-1.18104	-1.1994e+02
487.00	-1.18013	-1.1914e+02
487.20	-1.17922	-1.1842e+02
487.40	-1.17831	-1.1763e+02
487.60	-1.17727	-1.1700e+02
487.80	-1.17623	-1.1628e+02
488.00	-1.17532	-1.1559e+02
488.20	-1.17428	-1.1487e+02
488.40	-1.17337	-1.1409e+02
488.60	-1.17220	-1.1337e+02
488.80	-1.17130	-1.1263e+02
489.00	-1.17039	-1.1187e+02
489.20	-1.16948	-1.1110e+02
489.40	-1.16818	-1.1034e+02
489.60	-1.16714	-1.0960e+02
489.80	-1.16610	-1.0890e+02
490.00	-1.16506	-1.0820e+02
490.20	-1.16415	-1.0748e+02
490.40	-1.16311	-1.0680e+02
490.60	-1.16207	-1.0620e+02
490.80	-1.16103	-1.0554e+02
491.00	-1.15999	-1.0482e+02
491.20	-1.15896	-1.0409e+02
491.40	-1.15818	-1.0337e+02
491.60	-1.15714	-1.0273e+02
491.80	-1.15623	-1.0210e+02
492.00	-1.15519	-1.0146e+02
492.20	-1.15402	-1.0078e+02
492.40	-1.15298	-1.0006e+02
492.60	-1.15220	-9.9403e+01
492.80	-1.15103	-9.8685e+01
493.00	-1.15012	-9.8063e+01
493.20	-1.14921	-9.7461e+01
493.40	-1.14817	-9.6742e+01
493.60	-1.14713	-9.6120e+01
493.80	-1.14623	-9.5460e+01
494.00	-1.14519	-9.4799e+01
494.20	-1.14415	-9.4100e+01
494.40	-1.14311	-9.3420e+01
494.60	-1.14207	-9.2701e+01
494.80	-1.14103	-9.2002e+01
495.00	-1.13999	-9.1303e+01
495.20	-1.13895	-9.0623e+01
495.40	-1.13817	-8.9962e+01
495.60	-1.13700	-8.9224e+01
495.80	-1.13609	-8.8525e+01
496.00	-1.13492	-8.7864e+01
496.20	-1.13401	-8.7223e+01
496.40	-1.13298	-8.6602e+01
496.60	-1.13207	-8.5922e+01
496.80	-1.13090	-8.5242e+01
497.00	-1.12986	-8.4542e+01
497.20	-1.12895	-8.3901e+01
497.40	-1.12804	-8.3241e+01
497.60	-1.12700	-8.2522e+01
497.80	-1.12596	-8.1784e+01
498.00	-1.12505	-8.1123e+01
498.20	-1.12388	-8.0443e+01
498.40	-1.12297	-7.9802e+01
498.60	-1.12206	-7.9142e+01
498.80	-1.12102	-7.8481e+01
499.00	-1.11999	-7.7802e+01
499.20	-1.11921	-7.7141e+01
499.40	-1.11843	-7.6500e+01
499.60	-1.11765	-7.5820e+01
499.80	-1.11674	-7.5101e+01
500.00	-1.11570	-7.4421e+01
500.20	-1.11479	-7.3761e+01
500.40	-1.11375	-7.3100e+01
500.60	-1.11271	-7.2440e+01
500.80	-1.11180	-7.1799e+01
501.00	-1.11076	-7.1100e+01
501.20	-1.10972	-7.0420e+01
501.40	-1.10868	-6.9779e+01
501.60	-1.10752	-6.9137e+01
501.80	-1.10674	-6.8535e+01
502.00	-1.10570	-6.7855e+01
502.20	-1.10466	-6.7234e+01
502.40	-1.10362	-6.6612e+01
502.60	-1.10271	-6.5952e+01
502.80	-1.10167	-6.5311e+01
503.00	-1.10076	-6.4592e+01
503.20	-1.09959	-6.3912e+01
503.40	-1.09842	-6.3251e+01
503.60	-1.09751	-6.2571e+01
503.80	-1.09647	-6.1911e+01
504.00	-1.09543	-6.1251e+01
504.20	-1.09466	-6.0571e+01
504.40	-1.09349	-5.9891e+01
504.60	-1.09245	-5.9288e+01
504.80	-1.09154	-5.8667e+01
505.00	-1.09037	-5.8084e+01
505.20	-1.08920	-5.7443e+01
505.40	-1.08842	-5.6782e+01
505.60	-1.08738	-5.6083e+01
505.80	-1.08634	-5.5442e+01
506.00	-1.08530	-5.4782e+01
506.20	-1.08439	-5.4141e+01
506.40	-1.08335	-5.3480e+01
506.60	-1.08232	-5.2839e+01
506.80	-1.08128	-5.2198e+01
507.00	-1.08024	-5.1576e+01
507.20	-1.07920	-5.0935e+01
507.40	-1.07816	-5.0255e+01
507.60	-1.07712	-4.9634e+01
507.80	-1.07621	-4.9070e+01
508.00	-1.07530	-4.8449e+01
508.20	-1.07426	-4.7885e+01
508.40	-1.07335	-4.7225e+01
508.60	-1.07244	-4.6584e+01
509.00	-1.06997	-4.3814e+01
509.20	-1.06907	-4.3206e+01
509.40	-1.06803	-4.2566e+01
509.60	-1.06699	-4.1894e+01
509.80	-1.06608	-4.1298e+01
510.00	-1.06491	-4.0705e+01
510.20	-1.06413	-4.0116e+01
510.40	-1.06309	-3.9502e+01
510.60	-1.06205	-3.8828e+01
510.80	-1.06101	-3.8226e+01
511.00	-1.06010	-3.7622e+01
511.20	-1.05906	-3.7027e+01
511.40	-1.05815	-3.6451e+01
511.60	-1.05711	-3.5811e+01
511.80	-1.05621	-3.5194e+01
512.00	-1.05530	-3.4612e+01
512.20	-1.05439	-3.4012e+01
512.40	-1.05348	-3.3419e+01
512.60	-1.05270	-3.2801e+01
512.80	-1.05179	-3.2158e+01
513.00	-1.05075	-3.1533e+01
513.20	-1.04971	-3.0915e+01
513.40	-1.04854	-3.0298e+01
513.60	-1.04763	-2.9718e+01
513.80	-1.04659	-2.9067e+01
514.00	-1.04568	-2.8433e+01
514.20	-1.04464	-2.7821e+01
514.40	-1.04361	-2.7256e+01
514.60	-1.04257	-2.6688e+01
514.80	-1.04153	-2.6029e+01
515.00	-1.04049	-2.5432e+01
515.20	-1.03958	-2.4855e+01
515.40	-1.03841	-2.4258e+01
515.60	-1.03737	-2.3671e+01
515.80	-1.03633	-2.3036e+01
516.00	-1.03529	-2.2427e+01
516.20	-1.03425	-2.1852e+01
516.40	-1.03321	-2.1339e+01
516.60	-1.03230	-2.0768e+01
516.80	-1.03127	-2.0206e+01
517.00	-1.03036	-1.9573e+01
517.20	-1.02945	-1.9016e+01
517.40	-1.02841	-1.8446e+01
517.60	-1.02750	-1.7898e+01
517.80	-1.02646	-1.7296e+01
518.00	-1.02542	-1.6691e+01
518.20	-1.02438	-1.6074e+01
518.40	-1.02334	-1.5506e+01
518.60	-1.02230	-1.4918e+01
518.80	-1.02126	-1.4329e+01
519.00	-1.02035	-1.3708e+01
519.20	-1.01931	-1.3081e+01
519.40	-1.01828	-1.2536e+01
519.60	-1.01711	-1.2014e+01
519.80	-1.01620	-1.1500e+01
520.00	-1.01529	-1.0943e+01
520.20	-1.01425	-1.0363e+01
520.40	-1.01321	-9.8101e+00
520.60	-1.01217	-9.2680e+00
520.80	-1.01113	-8.7222e+00
521.00	-1.01022	-8.1744e+00
521.20	-1.00918	-7.5251e+00
521.40	-1.00827	-6.9303e+00
521.60	-1.00723	-6.3430e+00
521.80	-1.00619	-5.7878e+00
522.00	-1.00516	-5.2024e+00
522.20	-1.00399	-4.6189e+00
522.80	-1.00113	-2.9066e+00
523.00	-1.00009	-2.3815e+00
523.20	-0.99918	-1.8440e+00
523.40	-0.99814	-1.2666e+00
523.60	-0.99710	-7.6128e-01
524.60	-0.99204	1.9332e+00
524.80	-0.99126	2.4269e+00
525.00	-0.99035	2.9600e+00
525.20	-0.98944	3.5110e+00
525.40	-0.98866	4.0497e+00
525.60	-0.98775	4.6360e+00
525.80	-0.98684	5.1435e+00
526.40	-0.98398	6.8230e+00
526.60	-0.98281	7.4328e+00
526.80	-0.98177	7.9862e+00
527.00	-0.98073	8.5302e+00
527.20	-0.97969	9.0704e+00
527.40	-0.97866	9.6162e+00
527.60	-0.97775	1.0147e+01
527.80	-0.97671	1.0715e+01
528.00	-0.97580	1.1229e+01
528.20	-0.97476	1.1800e+01
528.40	-0.97372	1.2336e+01
528.60	-0.97281	1.2893e+01
528.80	-0.97164	1.3516e+01
529.00	-0.97060	1.4077e+01
529.20	-0.96956	1.4606e+01
529.40	-0.96865	1.5125e+01
529.60	-0.96787	1.5662e+01
529.80	-0.96671	1.6270e+01
530.00	-0.96580	1.6868e+01
530.20	-0.96476	1.7412e+01
530.40	-0.96385	1.7977e+01
530.60	-0.96268	1.8521e+01
530.80	-0.96164	1.9131e+01
531.00	-0.96060	1.9786e+01
531.20	-0.95956	2.0416e+01
531.40	-0.95852	2.0989e+01
531.60	-0.95748	2.1596e+01
531.80	-0.95644	2.2231e+01
532.00	-0.95527	2.2876e+01
532.20	-0.95436	2.3546e+01
532.40	-0.95320	2.4168e+01
532.60	-0.95216	2.4772e+01
532.80	-0.95112	2.5415e+01
533.00	-0.95008	2.6086e+01
533.20	-0.94891	2.6765e+01
533.40	-0.94800	2.7412e+01
533.60	-0.94696	2.8043e+01
533.80	-0.94592	2.8702e+01
534.00	-0.94488	2.9351e+01
534.20	-0.94384	3.0074e+01
534.40	-0.94293	3.0727e+01
534.60	-0.94202	3.1378e+01
534.80	-0.94086	3.2043e+01
535.00	-0.93982	3.2705e+01
535.20	-0.93878	3.3452e+01
535.40	-0.93761	3.4158e+01
535.60	-0.93670	3.4849e+01
535.80	-0.93566	3.5525e+01
536.00	-0.93462	3.6233e+01
536.20	-0.93358	3.6982e+01
536.40	-0.93254	3.7695e+01
536.60	-0.93150	3.8444e+01
536.80	-0.93046	3.9154e+01
537.00	-0.92942	3.9852e+01
537.20	-0.92838	4.0603e+01
537.40	-0.92748	4.1322e+01
537.60	-0.92657	4.2003e+01
537.80	-0.92553	4.2653e+01
538.00	-0.92475	4.3332e+01
538.20	-0.92397	4.4004e+01
538.40	-0.92319	4.4727e+01
538.60	-0.92241	4.5463e+01
