t,s	E,V	I(E),mA
155.80	-0.77329	7.3839e+01
156.00	-0.77420	7.3178e+01
156.20	-0.77523	7.2498e+01
156.40	-0.77627	7.1877e+01
156.60	-0.77731	7.1138e+01
156.80	-0.77848	7.0497e+01
157.00	-0.77939	6.9856e+01
157.20	-0.78030	6.9235e+01
157.40	-0.78134	6.8613e+01
157.60	-0.78238	6.7953e+01
157.80	-0.78355	6.7331e+01
158.00	-0.78446	6.6690e+01
158.20	-0.78550	6.6068e+01
158.40	-0.78654	6.5447e+01
158.60	-0.78770	6.4805e+01
158.80	-0.78874	6.4126e+01
159.00	-0.78965	6.3485e+01
159.20	-0.79069	6.2824e+01
159.40	-0.79160	6.2222e+01
159.60	-0.79251	6.1581e+01
159.80	-0.79355	6.0901e+01
160.00	-0.79446	6.0260e+01
160.20	-0.79537	5.9677e+01
160.40	-0.79628	5.9094e+01
160.60	-0.79719	5.8511e+01
160.80	-0.79823	5.7929e+01
161.00	-0.79940	5.7307e+01
161.20	-0.80030	5.6724e+01
161.40	-0.80121	5.6103e+01
161.60	-0.80225	5.5500e+01
161.80	-0.80329	5.4840e+01
162.00	-0.80420	5.4199e+01
162.20	-0.80537	5.3616e+01
162.40	-0.80641	5.3053e+01
162.60	-0.80732	5.2489e+01
162.80	-0.80836	5.1965e+01
163.00	-0.80940	5.1363e+01
163.20	-0.81031	5.0799e+01
163.40	-0.81122	5.0236e+01
163.60	-0.81226	4.9731e+01
163.80	-0.81316	4.9206e+01
164.00	-0.81407	4.8662e+01
164.20	-0.81511	4.8080e+01
164.40	-0.81615	4.7536e+01
164.60	-0.81719	4.6953e+01
164.80	-0.81836	4.6409e+01
165.20	-0.82018	4.3535e+01
165.40	-0.82122	4.2984e+01
165.60	-0.82226	4.2453e+01
165.80	-0.82330	4.1909e+01
166.00	-0.82434	4.1365e+01
166.20	-0.82525	4.0780e+01
166.40	-0.82628	4.0243e+01
166.60	-0.82732	3.9730e+01
166.80	-0.82836	3.9218e+01
167.00	-0.82940	3.8709e+01
167.20	-0.83044	3.8167e+01
167.40	-0.83161	3.7625e+01
167.60	-0.83265	3.7138e+01
167.80	-0.83356	3.6635e+01
168.00	-0.83460	3.6155e+01
168.20	-0.83551	3.5657e+01
168.40	-0.83642	3.5118e+01
168.60	-0.83746	3.4621e+01
168.80	-0.83850	3.4151e+01
169.00	-0.83953	3.3635e+01
169.20	-0.84057	3.3180e+01
169.40	-0.84161	3.2624e+01
169.60	-0.84278	3.2127e+01
169.80	-0.84369	3.1661e+01
170.00	-0.84460	3.1177e+01
170.20	-0.84577	3.0721e+01
170.40	-0.84668	3.0223e+01
170.60	-0.84759	2.9705e+01
170.80	-0.84863	2.9238e+01
171.00	-0.84967	2.8775e+01
171.20	-0.85071	2.8295e+01
171.40	-0.85174	2.7806e+01
171.60	-0.85278	2.7315e+01
171.80	-0.85382	2.6857e+01
172.00	-0.85473	2.6383e+01
172.20	-0.85564	2.5914e+01
172.40	-0.85668	2.5429e+01
172.60	-0.85772	2.4922e+01
172.80	-0.85850	2.4427e+01
173.00	-0.85941	2.3976e+01
173.20	-0.86032	2.3537e+01
173.40	-0.86110	2.3082e+01
173.60	-0.86214	2.2605e+01
173.80	-0.86318	2.2114e+01
174.00	-0.86422	2.1619e+01
174.20	-0.86525	2.1186e+01
174.40	-0.86616	2.0733e+01
174.60	-0.86707	2.0275e+01
174.80	-0.86811	1.9759e+01
175.00	-0.86915	1.9319e+01
175.20	-0.87019	1.8873e+01
175.40	-0.87123	1.8451e+01
175.60	-0.87227	1.8033e+01
175.80	-0.87331	1.7578e+01
176.00	-0.87448	1.7143e+01
176.20	-0.87526	1.6731e+01
176.40	-0.87630	1.6300e+01
176.60	-0.87733	1.5907e+01
176.80	-0.87824	1.5483e+01
177.00	-0.87928	1.5009e+01
177.20	-0.88032	1.4604e+01
177.40	-0.88123	1.4179e+01
177.60	-0.88227	1.3765e+01
177.80	-0.88331	1.3358e+01
178.00	-0.88422	1.2895e+01
178.20	-0.88539	1.2458e+01
178.40	-0.88630	1.2044e+01
178.60	-0.88734	1.1653e+01
178.80	-0.88838	1.1231e+01
179.00	-0.88942	1.0749e+01
179.20	-0.89045	1.0288e+01
179.40	-0.89136	9.8628e+00
179.60	-0.89253	9.4393e+00
179.80	-0.89357	9.0308e+00
180.00	-0.89461	8.5960e+00
180.20	-0.89578	8.1631e+00
180.40	-0.89669	7.7698e+00
180.60	-0.89773	7.4008e+00
180.80	-0.89877	7.0018e+00
181.00	-0.89968	6.6385e+00
181.20	-0.90072	6.1962e+00
181.40	-0.90176	5.8160e+00
181.60	-0.90279	5.4415e+00
181.80	-0.90383	5.0518e+00
182.00	-0.90487	4.6698e+00
182.60	-0.90799	3.4233e+00
182.80	-0.90903	3.0507e+00
183.00	-0.91007	2.6380e+00
183.20	-0.91098	2.2575e+00
183.40	-0.91189	1.8652e+00
183.60	-0.91293	1.4906e+00
183.80	-0.91397	1.1366e+00
184.00	-0.91488	7.7456e-01
184.60	-0.91773	-2.5198e-01
185.20	-0.92085	-1.4532e+00
185.40	-0.92163	-1.8124e+00
185.60	-0.92241	-2.1645e+00
185.80	-0.92332	-2.5208e+00
186.00	-0.92423	-2.8647e+00
186.20	-0.92501	-3.2383e+00
186.40	-0.92579	-3.5809e+00
186.60	-0.92683	-3.9341e+00
186.80	-0.92774	-4.2853e+00
187.00	-0.92851	-4.6550e+00
187.20	-0.92955	-5.0655e+00
187.40	-0.93059	-5.5117e+00
188.00	-0.93371	-6.7647e+00
188.20	-0.93488	-7.1618e+00
188.40	-0.93579	-7.5477e+00
188.60	-0.93683	-7.9392e+00
188.80	-0.93800	-8.3871e+00
189.00	-0.93891	-8.7880e+00
189.20	-0.93995	-9.1682e+00
189.40	-0.94099	-9.5522e+00
189.60	-0.94189	-9.9155e+00
189.80	-0.94293	-1.0369e+01
190.00	-0.94397	-1.0759e+01
190.20	-0.94501	-1.1195e+01
190.40	-0.94605	-1.1583e+01
190.60	-0.94722	-1.2001e+01
190.80	-0.94826	-1.2451e+01
191.00	-0.94917	-1.2904e+01
191.20	-0.95034	-1.3335e+01
191.40	-0.95138	-1.3727e+01
191.60	-0.95229	-1.4135e+01
191.80	-0.95333	-1.4557e+01
192.00	-0.95436	-1.5041e+01
192.20	-0.95540	-1.5459e+01
192.40	-0.95657	-1.5927e+01
192.60	-0.95761	-1.6366e+01
192.80	-0.95865	-1.6763e+01
193.00	-0.95969	-1.7262e+01
193.20	-0.96073	-1.7715e+01
193.40	-0.96177	-1.8165e+01
193.60	-0.96281	-1.8592e+01
193.80	-0.96372	-1.8991e+01
194.00	-0.96476	-1.9475e+01
194.20	-0.96567	-1.9925e+01
194.40	-0.96658	-2.0382e+01
194.60	-0.96774	-2.0829e+01
194.80	-0.96865	-2.1261e+01
195.00	-0.96969	-2.1740e+01
195.20	-0.97073	-2.2244e+01
195.40	-0.97177	-2.2694e+01
195.60	-0.97281	-2.3187e+01
195.80	-0.97385	-2.3610e+01
196.00	-0.97476	-2.4098e+01
196.20	-0.97580	-2.4610e+01
196.40	-0.97671	-2.5073e+01
196.60	-0.97775	-2.5568e+01
196.80	-0.97879	-2.6027e+01
197.00	-0.97982	-2.6517e+01
197.20	-0.98086	-2.7027e+01
197.40	-0.98190	-2.7561e+01
197.60	-0.98294	-2.8049e+01
197.80	-0.98385	-2.8529e+01
198.00	-0.98489	-2.8997e+01
198.20	-0.98580	-2.9498e+01
198.40	-0.98684	-3.0004e+01
198.60	-0.98775	-3.0531e+01
198.80	-0.98853	-3.0996e+01
199.00	-0.98944	-3.1446e+01
199.20	-0.99022	-3.1885e+01
199.40	-0.99113	-3.2444e+01
199.60	-0.99230	-3.2935e+01
199.80	-0.99320	-3.3381e+01
200.00	-0.99411	-3.3825e+01
200.20	-0.99502	-3.4267e+01
200.40	-0.99593	-3.4753e+01
200.60	-0.99710	-3.5274e+01
200.80	-0.99801	-3.5711e+01
201.00	-0.99905	-3.6152e+01
201.20	-1.00009	-3.6575e+01
201.40	-1.00100	-3.7002e+01
201.60	-1.00204	-3.7488e+01
201.80	-1.00308	-3.7987e+01
202.00	-1.00425	-3.8486e+01
202.20	-1.00529	-3.8920e+01
202.40	-1.00619	-3.9378e+01
202.60	-1.00723	-3.9869e+01
202.80	-1.00840	-4.0330e+01
203.00	-1.00931	-4.0761e+01
203.20	-1.01048	-4.1170e+01
203.40	-1.01152	-4.1542e+01
203.60	-1.01243	-4.1926e+01
203.80	-1.01334	-4.2367e+01
204.00	-1.01438	-4.2745e+01
204.20	-1.01542	-4.3110e+01
204.40	-1.01646	-4.3522e+01
204.60	-1.01737	-4.3886e+01
204.80	-1.01841	-4.4286e+01
205.00	-1.01931	-4.4701e+01
205.20	-1.02035	-4.5147e+01
205.40	-1.02139	-4.5510e+01
205.60	-1.02256	-4.5898e+01
205.80	-1.02347	-4.6329e+01
206.00	-1.02464	-4.6760e+01
206.20	-1.02568	-4.7170e+01
206.40	-1.02672	-4.7546e+01
206.60	-1.02763	-4.7913e+01
206.80	-1.02854	-4.8284e+01
207.00	-1.02958	-4.8702e+01
207.20	-1.03062	-4.9064e+01
207.40	-1.03165	-4.9425e+01
207.60	-1.03256	-4.9777e+01
207.80	-1.03360	-5.0116e+01
208.00	-1.03464	-5.0494e+01
208.20	-1.03555	-5.0893e+01
208.40	-1.03659	-5.1300e+01
208.60	-1.03750	-5.1691e+01
208.80	-1.03854	-5.2068e+01
209.00	-1.03958	-5.2514e+01
209.20	-1.04062	-5.2952e+01
209.40	-1.04166	-5.3340e+01
209.60	-1.04283	-5.3737e+01
209.80	-1.04374	-5.4095e+01
210.00	-1.04477	-5.4507e+01
210.20	-1.04581	-5.4945e+01
210.40	-1.04685	-5.5392e+01
210.60	-1.04789	-5.5774e+01
210.80	-1.04893	-5.6190e+01
211.40	-1.05218	-5.9424e+01
211.60	-1.05309	-5.9832e+01
211.80	-1.05400	-6.0240e+01
212.00	-1.05491	-6.0648e+01
212.20	-1.05569	-6.1056e+01
212.40	-1.05660	-6.1542e+01
212.60	-1.05763	-6.1930e+01
212.80	-1.05867	-6.2358e+01
213.00	-1.05958	-6.2785e+01
213.20	-1.06062	-6.3193e+01
213.40	-1.06153	-6.3698e+01
213.60	-1.06257	-6.4184e+01
213.80	-1.06361	-6.4611e+01
214.00	-1.06465	-6.5058e+01
214.20	-1.06556	-6.5485e+01
214.40	-1.06660	-6.5932e+01
214.60	-1.06764	-6.6437e+01
214.80	-1.06868	-6.6845e+01
215.00	-1.06972	-6.7273e+01
215.20	-1.07062	-6.7700e+01
215.40	-1.07166	-6.8166e+01
215.60	-1.07270	-6.8613e+01
215.80	-1.07361	-6.9060e+01
216.00	-1.07478	-6.9507e+01
216.20	-1.07569	-6.9915e+01
216.40	-1.07673	-7.0361e+01
216.60	-1.07777	-7.0866e+01
216.80	-1.07881	-7.1372e+01
217.00	-1.07972	-7.1799e+01
217.20	-1.08063	-7.2246e+01
217.40	-1.08167	-7.2692e+01
217.60	-1.08257	-7.3178e+01
217.80	-1.08361	-7.3683e+01
218.00	-1.08452	-7.4149e+01
218.20	-1.08556	-7.4655e+01
218.40	-1.08660	-7.5140e+01
218.60	-1.08777	-7.5606e+01
218.80	-1.08881	-7.6209e+01
219.00	-1.08985	-7.6675e+01
219.20	-1.09089	-7.7102e+01
219.40	-1.09193	-7.7549e+01
219.60	-1.09284	-7.8035e+01
219.80	-1.09375	-7.8540e+01
220.00	-1.09479	-7.9064e+01
220.20	-1.09582	-7.9550e+01
220.40	-1.09686	-8.0055e+01
220.60	-1.09777	-8.0579e+01
220.80	-1.09894	-8.1085e+01
221.00	-1.09998	-8.1628e+01
221.20	-1.10102	-8.2134e+01
221.40	-1.10193	-8.2639e+01
221.60	-1.10297	-8.3183e+01
221.80	-1.10401	-8.3707e+01
222.00	-1.10492	-8.4309e+01
222.20	-1.10609	-8.4834e+01
222.40	-1.10700	-8.5358e+01
222.60	-1.10816	-8.5844e+01
222.80	-1.10894	-8.6349e+01
223.00	-1.10998	-8.6835e+01
223.20	-1.11102	-8.7398e+01
223.40	-1.11206	-8.7884e+01
223.60	-1.11310	-8.8428e+01
223.80	-1.11414	-8.8933e+01
224.00	-1.11505	-8.9477e+01
224.20	-1.11596	-9.0118e+01
224.40	-1.11700	-9.0662e+01
224.60	-1.11791	-9.1225e+01
224.80	-1.11869	-9.1769e+01
225.00	-1.11960	-9.2352e+01
225.20	-1.12051	-9.2993e+01
225.40	-1.12154	-9.3556e+01
225.60	-1.12245	-9.4158e+01
225.80	-1.12336	-9.4702e+01
226.00	-1.12427	-9.5227e+01
226.20	-1.12531	-9.5868e+01
226.40	-1.12622	-9.6412e+01
226.60	-1.12726	-9.7014e+01
226.80	-1.12830	-9.7558e+01
227.00	-1.12921	-9.8044e+01
227.20	-1.13012	-9.8646e+01
227.40	-1.13142	-9.9326e+01
227.60	-1.13233	-9.9908e+01
227.80	-1.13337	-1.0049e+02
228.00	-1.13440	-1.0111e+02
228.20	-1.13544	-1.0177e+02
228.40	-1.13648	-1.0245e+02
228.60	-1.13765	-1.0315e+02
228.80	-1.13856	-1.0372e+02
229.00	-1.13947	-1.0430e+02
229.20	-1.14051	-1.0492e+02
229.40	-1.14168	-1.0558e+02
229.60	-1.14259	-1.0618e+02
229.80	-1.14363	-1.0680e+02
230.00	-1.14467	-1.0735e+02
230.20	-1.14558	-1.0797e+02
230.40	-1.14661	-1.0857e+02
230.60	-1.14752	-1.0925e+02
230.80	-1.14856	-1.0987e+02
231.00	-1.14960	-1.1050e+02
231.20	-1.15064	-1.1112e+02
231.40	-1.15168	-1.1172e+02
231.60	-1.15259	-1.1240e+02
231.80	-1.15363	-1.1304e+02
232.00	-1.15467	-1.1368e+02
232.20	-1.15558	-1.1430e+02
232.40	-1.15649	-1.1492e+02
232.60	-1.15740	-1.1555e+02
232.80	-1.15831	-1.1621e+02
233.00	-1.15935	-1.1687e+02
233.20	-1.16038	-1.1747e+02
233.40	-1.16142	-1.1811e+02
233.60	-1.16220	-1.1875e+02
233.80	-1.16337	-1.1947e+02
234.00	-1.16454	-1.2017e+02
234.20	-1.16545	-1.2085e+02
234.40	-1.16636	-1.2153e+02
234.60	-1.16740	-1.2219e+02
234.80	-1.16844	-1.2297e+02
235.00	-1.16935	-1.2371e+02
235.20	-1.17052	-1.2437e+02
235.40	-1.17169	-1.2510e+02
235.60	-1.17259	-1.2573e+02
235.80	-1.17363	-1.2637e+02
236.00	-1.17467	-1.2709e+02
236.20	-1.17571	-1.2778e+02
236.40	-1.17675	-1.2841e+02
236.60	-1.17766	-1.2913e+02
236.80	-1.17870	-1.2981e+02
237.00	-1.17961	-1.3054e+02
237.20	-1.18052	-1.3124e+02
237.40	-1.18156	-1.3192e+02
237.60	-1.18247	-1.3256e+02
237.80	-1.18325	-1.3328e+02
238.00	-1.18416	-1.3404e+02
238.20	-1.18506	-1.3484e+02
238.40	-1.18597	-1.3550e+02
238.60	-1.18701	-1.3620e+02
238.80	-1.18792	-1.3688e+02
239.00	-1.18896	-1.3761e+02
239.20	-1.19000	-1.3837e+02
239.40	-1.19091	-1.3905e+02
239.60	-1.19208	-1.3979e+02
239.80	-1.19299	-1.4049e+02
240.00	-1.19403	-1.4119e+02
240.20	-1.19507	-1.4193e+02
240.40	-1.19611	-1.4263e+02
240.60	-1.19715	-1.4338e+02
240.80	-1.19805	-1.4408e+02
241.00	-1.19909	-1.4480e+02
241.20	-1.20000	-1.4548e+02
241.40	-1.20104	-1.4624e+02
241.60	-1.20104	-1.4537e+02
241.80	-1.20000	-1.4403e+02
			
242.00	-1.19909	-1.4292e+02
242.20	-1.19805	-1.4185e+02
242.40	-1.19702	-1.4078e+02
242.60	-1.19598	-1.3977e+02
242.80	-1.19507	-1.3880e+02
243.00	-1.19403	-1.3789e+02
243.20	-1.19312	-1.3703e+02
243.40	-1.19208	-1.3614e+02
243.60	-1.19091	-1.3526e+02
243.80	-1.18987	-1.3445e+02
244.00	-1.18883	-1.3350e+02
244.20	-1.18792	-1.3262e+02
244.40	-1.18688	-1.3169e+02
244.60	-1.18597	-1.3074e+02
244.80	-1.18493	-1.2992e+02
245.00	-1.18416	-1.2909e+02
245.20	-1.18325	-1.2821e+02
245.40	-1.18234	-1.2742e+02
245.60	-1.18156	-1.2664e+02
245.80	-1.18039	-1.2584e+02
246.00	-1.17948	-1.2512e+02
246.20	-1.17857	-1.2435e+02
246.40	-1.17753	-1.2357e+02
246.60	-1.17649	-1.2273e+02
246.80	-1.17558	-1.2194e+02
247.00	-1.17467	-1.2116e+02
247.20	-1.17376	-1.2040e+02
247.40	-1.17272	-1.1963e+02
247.60	-1.17143	-1.1881e+02
247.80	-1.17052	-1.1799e+02
248.00	-1.16935	-1.1716e+02
248.20	-1.16831	-1.1640e+02
248.40	-1.16740	-1.1572e+02
248.60	-1.16636	-1.1494e+02
248.80	-1.16545	-1.1432e+02
249.00	-1.16441	-1.1358e+02
249.20	-1.16337	-1.1279e+02
249.40	-1.16233	-1.1209e+02
249.60	-1.16142	-1.1133e+02
249.80	-1.16038	-1.1055e+02
250.00	-1.15922	-1.0976e+02
250.20	-1.15805	-1.0904e+02
250.40	-1.15727	-1.0832e+02
250.60	-1.15636	-1.0764e+02
250.80	-1.15532	-1.0696e+02
251.00	-1.15428	-1.0624e+02
251.20	-1.15337	-1.0554e+02
251.40	-1.15233	-1.0484e+02
251.60	-1.15142	-1.0412e+02
251.80	-1.15038	-1.0341e+02
252.00	-1.14921	-1.0267e+02
252.20	-1.14830	-1.0193e+02
252.40	-1.14713	-1.0121e+02
252.60	-1.14623	-1.0049e+02
252.80	-1.14532	-9.9792e+01
253.00	-1.14428	-9.9054e+01
253.20	-1.14324	-9.8296e+01
253.40	-1.14220	-9.7616e+01
253.60	-1.14129	-9.6956e+01
253.80	-1.14025	-9.6276e+01
254.00	-1.13934	-9.5596e+01
254.20	-1.13830	-9.4819e+01
254.40	-1.13713	-9.4042e+01
254.60	-1.13609	-9.3323e+01
254.80	-1.13505	-9.2643e+01
255.00	-1.13414	-9.1866e+01
255.20	-1.13324	-9.1147e+01
255.40	-1.13220	-9.0390e+01
255.60	-1.13116	-8.9671e+01
255.80	-1.13012	-8.8991e+01
256.00	-1.12908	-8.8272e+01
256.20	-1.12804	-8.7612e+01
256.40	-1.12713	-8.6932e+01
256.60	-1.12609	-8.6232e+01
256.80	-1.12505	-8.5533e+01
257.00	-1.12414	-8.4834e+01
257.20	-1.12310	-8.4134e+01
257.40	-1.12219	-8.3396e+01
257.60	-1.12115	-8.2677e+01
257.80	-1.12025	-8.1920e+01
258.00	-1.11934	-8.1240e+01
258.20	-1.11843	-8.0541e+01
258.40	-1.11765	-7.9822e+01
258.60	-1.11674	-7.9123e+01
258.80	-1.11570	-7.8404e+01
259.00	-1.11466	-7.7743e+01
259.20	-1.11375	-7.7102e+01
259.40	-1.11271	-7.6422e+01
259.60	-1.11180	-7.5665e+01
259.80	-1.11076	-7.4965e+01
260.00	-1.10972	-7.4266e+01
260.20	-1.10881	-7.3606e+01
260.40	-1.10778	-7.2964e+01
260.60	-1.10674	-7.2246e+01
260.80	-1.10583	-7.1527e+01
261.00	-1.10479	-7.0828e+01
261.20	-1.10375	-7.0187e+01
261.40	-1.10284	-6.9448e+01
261.60	-1.10180	-6.8768e+01
261.80	-1.10076	-6.8050e+01
262.00	-1.09972	-6.7409e+01
262.20	-1.09868	-6.6748e+01
262.40	-1.09751	-6.6068e+01
262.60	-1.09660	-6.5369e+01
262.80	-1.09556	-6.4650e+01
263.00	-1.09453	-6.3912e+01
263.20	-1.09362	-6.3232e+01
263.40	-1.09245	-6.2571e+01
263.60	-1.09167	-6.1892e+01
263.80	-1.09063	-6.1153e+01
264.00	-1.08959	-6.0473e+01
264.20	-1.08868	-5.9794e+01
264.40	-1.08751	-5.9094e+01
264.60	-1.08647	-5.8492e+01
264.80	-1.08543	-5.7773e+01
265.00	-1.08452	-5.7113e+01
265.20	-1.08322	-5.6472e+01
265.40	-1.08232	-5.5792e+01
265.60	-1.08141	-5.5131e+01
265.80	-1.08050	-5.4471e+01
266.00	-1.07959	-5.3771e+01
266.20	-1.07855	-5.3072e+01
266.40	-1.07751	-5.2431e+01
266.60	-1.07647	-5.1751e+01
266.80	-1.07543	-5.1071e+01
267.00	-1.07452	-5.0411e+01
267.20	-1.07348	-4.9731e+01
267.40	-1.07257	-4.9090e+01
267.60	-1.07140	-4.8449e+01
267.80	-1.07049	-4.7788e+01
268.00	-1.06959	-4.7167e+01
268.20	-1.06842	-4.6428e+01
268.60	-1.06621	-4.3635e+01
268.80	-1.06517	-4.2995e+01
269.00	-1.06426	-4.2363e+01
269.20	-1.06322	-4.1668e+01
269.40	-1.06218	-4.1019e+01
269.60	-1.06127	-4.0383e+01
269.80	-1.06010	-3.9754e+01
270.00	-1.05919	-3.9124e+01
270.20	-1.05828	-3.8482e+01
270.40	-1.05737	-3.7838e+01
270.60	-1.05634	-3.7221e+01
270.80	-1.05543	-3.6577e+01
271.00	-1.05452	-3.5937e+01
271.20	-1.05361	-3.5308e+01
271.40	-1.05270	-3.4606e+01
271.60	-1.05179	-3.3983e+01
271.80	-1.05075	-3.3326e+01
272.00	-1.04971	-3.2701e+01
272.20	-1.04880	-3.2046e+01
272.40	-1.04776	-3.1356e+01
272.60	-1.04672	-3.0695e+01
272.80	-1.04568	-3.0046e+01
273.00	-1.04464	-2.9417e+01
273.20	-1.04361	-2.8807e+01
273.40	-1.04270	-2.8154e+01
273.60	-1.04153	-2.7514e+01
273.80	-1.04049	-2.6889e+01
274.00	-1.03945	-2.6266e+01
274.20	-1.03854	-2.5656e+01
274.40	-1.03750	-2.5011e+01
274.60	-1.03659	-2.4312e+01
274.80	-1.03542	-2.3705e+01
275.00	-1.03438	-2.3129e+01
275.20	-1.03347	-2.2534e+01
275.40	-1.03243	-2.1958e+01
275.60	-1.03139	-2.1335e+01
275.80	-1.03049	-2.0725e+01
276.00	-1.02945	-2.0136e+01
276.20	-1.02854	-1.9534e+01
276.40	-1.02763	-1.8976e+01
276.60	-1.02672	-1.8329e+01
276.80	-1.02555	-1.7666e+01
277.00	-1.02451	-1.7045e+01
277.20	-1.02347	-1.6445e+01
277.40	-1.02243	-1.5865e+01
277.60	-1.02152	-1.5199e+01
277.80	-1.02035	-1.4548e+01
278.00	-1.01931	-1.3910e+01
278.20	-1.01815	-1.3351e+01
278.40	-1.01724	-1.2791e+01
278.60	-1.01646	-1.2236e+01
278.80	-1.01542	-1.1617e+01
279.00	-1.01438	-1.1015e+01
279.20	-1.01334	-1.0435e+01
279.40	-1.01243	-9.8496e+00
279.60	-1.01139	-9.2718e+00
279.80	-1.01035	-8.6751e+00
280.00	-1.00931	-8.0182e+00
280.20	-1.00827	-7.4140e+00
280.40	-1.00723	-6.8117e+00
280.60	-1.00619	-6.1943e+00
280.80	-1.00516	-5.5713e+00
281.00	-1.00412	-4.9201e+00
281.60	-1.00113	-3.1658e+00
281.80	-1.00009	-2.5950e+00
282.00	-0.99905	-1.9996e+00
282.20	-0.99801	-1.4317e+00
282.40	-0.99697	-8.7405e-01
283.00	-0.99411	5.6145e-01
283.60	-0.99113	2.4651e+00
283.80	-0.99035	3.0246e+00
284.00	-0.98957	3.5886e+00
284.20	-0.98853	4.1791e+00
284.40	-0.98775	4.7551e+00
284.60	-0.98671	5.3082e+00
285.20	-0.98398	7.1260e+00
285.40	-0.98294	7.7189e+00
285.60	-0.98203	8.2911e+00
285.80	-0.98112	8.8351e+00
286.00	-0.97995	9.4186e+00
286.20	-0.97892	9.9889e+00
286.40	-0.97788	1.0578e+01
286.60	-0.97684	1.1114e+01
286.80	-0.97593	1.1685e+01
287.00	-0.97489	1.2263e+01
287.20	-0.97398	1.2846e+01
287.40	-0.97268	1.3452e+01
287.60	-0.97164	1.4043e+01
287.80	-0.97073	1.4602e+01
288.00	-0.96969	1.5165e+01
288.20	-0.96865	1.5716e+01
288.40	-0.96761	1.6336e+01
288.60	-0.96671	1.6934e+01
288.80	-0.96567	1.7489e+01
289.00	-0.96476	1.8092e+01
289.20	-0.96372	1.8641e+01
289.40	-0.96281	1.9232e+01
289.60	-0.96177	1.9886e+01
289.80	-0.96073	2.0537e+01
290.00	-0.95956	2.1173e+01
290.20	-0.95852	2.1798e+01
290.40	-0.95748	2.2411e+01
290.60	-0.95657	2.3102e+01
290.80	-0.95540	2.3806e+01
291.00	-0.95436	2.4448e+01
291.20	-0.95333	2.5094e+01
291.40	-0.95229	2.5711e+01
291.60	-0.95125	2.6402e+01
291.80	-0.95021	2.7104e+01
292.00	-0.94917	2.7734e+01
292.20	-0.94813	2.8418e+01
292.40	-0.94696	2.9090e+01
292.60	-0.94605	2.9778e+01
292.80	-0.94488	3.0501e+01
293.00	-0.94384	3.1194e+01
293.20	-0.94280	3.1883e+01
293.40	-0.94189	3.2551e+01
293.60	-0.94086	3.3204e+01
293.80	-0.93982	3.3953e+01
294.00	-0.93891	3.4685e+01
294.20	-0.93774	3.5406e+01
294.40	-0.93670	3.6116e+01
294.60	-0.93579	3.6822e+01
294.80	-0.93462	3.7599e+01
295.00	-0.93371	3.8354e+01
295.20	-0.93254	3.9086e+01
295.40	-0.93150	3.9814e+01
295.60	-0.93059	4.0539e+01
295.80	-0.92955	4.1314e+01
296.00	-0.92864	4.2118e+01
296.20	-0.92761	4.2835e+01
296.40	-0.92683	4.3517e+01
296.60	-0.92579	4.4224e+01
296.80	-0.92501	4.4909e+01
297.00	-0.92423	4.5638e+01
297.20	-0.92332	4.6391e+01
297.40	-0.92241	4.7098e+01
297.60	-0.92150	4.7821e+01
297.80	-0.92072	4.8533e+01
298.00	-0.91968	4.9299e+01
298.20	-0.91877	5.0065e+01
298.40	-0.91773	5.0848e+01
298.60	-0.91682	5.1584e+01
298.80	-0.91578	5.2320e+01
299.00	-0.91475	5.3093e+01
299.20	-0.91371	5.3940e+01
299.40	-0.91267	5.4714e+01
299.60	-0.91176	5.5484e+01
299.80	-0.91072	5.6223e+01
300.40	-0.90786	6.0823e+01
300.60	-0.90682	6.1639e+01
300.80	-0.90578	6.2474e+01
301.00	-0.90474	6.3271e+01
301.20	-0.90370	6.4009e+01
301.40	-0.90279	6.4903e+01
301.60	-0.90176	6.5680e+01
301.80	-0.90072	6.6457e+01
302.00	-0.89981	6.7234e+01
302.20	-0.89890	6.7933e+01
302.40	-0.89786	6.8730e+01
302.60	-0.89682	6.9507e+01
302.80	-0.89565	7.0322e+01
303.00	-0.89461	7.1100e+01
303.20	-0.89370	7.1857e+01
303.40	-0.89266	7.2712e+01
303.60	-0.89149	7.3547e+01
303.80	-0.89032	7.4363e+01
304.00	-0.88942	7.5198e+01
304.20	-0.88838	7.5956e+01
304.40	-0.88747	7.6675e+01
304.60	-0.88643	7.7432e+01
304.80	-0.88539	7.8151e+01
305.00	-0.88435	7.8851e+01
305.20	-0.88331	7.9550e+01
305.40	-0.88240	8.0269e+01
305.60	-0.88136	8.1026e+01
305.80	-0.88019	8.1764e+01
306.00	-0.87928	8.2444e+01
306.20	-0.87824	8.3105e+01
306.40	-0.87720	8.3765e+01
306.60	-0.87630	8.4445e+01
306.80	-0.87526	8.5203e+01
307.00	-0.87435	8.5844e+01
307.20	-0.87344	8.6485e+01
307.40	-0.87240	8.7087e+01
307.60	-0.87136	8.7689e+01
307.80	-0.87032	8.8389e+01
308.00	-0.86928	8.9030e+01
308.20	-0.86837	8.9749e+01
308.40	-0.86720	9.0390e+01
308.60	-0.86629	9.1050e+01
308.80	-0.86525	9.1730e+01
309.00	-0.86434	9.2429e+01
309.20	-0.86318	9.3090e+01
309.40	-0.86227	9.3712e+01
309.60	-0.86123	9.4294e+01
309.80	-0.86032	9.4935e+01
310.00	-0.85954	9.5596e+01
