t,s	E,V	I(E),mA
1710.50	-0.68807	8.3960e+01
1710.70	-0.68794	8.3862e+01
1710.90	-0.68781	8.3804e+01
1711.10	-0.68755	8.3765e+01
1711.30	-0.68729	8.3649e+01
1711.50	-0.68716	8.3649e+01
1711.70	-0.68690	8.3552e+01
1711.90	-0.68664	8.3513e+01
1712.10	-0.68651	8.3435e+01
1712.30	-0.68638	8.3377e+01
1712.50	-0.68625	8.3338e+01
1712.70	-0.68599	8.3221e+01
1712.90	-0.68573	8.3202e+01
1713.10	-0.68560	8.3105e+01
1713.30	-0.68534	8.3066e+01
1713.50	-0.68534	8.3008e+01
1713.70	-0.68508	8.2949e+01
1713.90	-0.68483	8.2891e+01
1714.10	-0.68457	8.2813e+01
1714.30	-0.68444	8.2775e+01
1714.50	-0.68431	8.2677e+01
1714.70	-0.68405	8.2639e+01
1714.90	-0.68392	8.2561e+01
1715.10	-0.68353	8.2542e+01
1715.30	-0.68353	8.2464e+01
1715.50	-0.68327	8.2386e+01
1715.70	-0.68301	8.2347e+01
1715.90	-0.68288	8.2250e+01
1716.10	-0.68262	8.2211e+01
1716.30	-0.68249	8.2114e+01
1716.50	-0.68223	8.2114e+01
1716.70	-0.68210	8.2017e+01
1716.90	-0.68184	8.1939e+01
1717.10	-0.68171	8.1881e+01
1717.30	-0.68158	8.1803e+01
1717.50	-0.68132	8.1784e+01
1717.70	-0.68106	8.1726e+01
1717.90	-0.68080	8.1667e+01
1718.10	-0.68067	8.1590e+01
1718.30	-0.68054	8.1531e+01
1718.50	-0.68015	8.1473e+01
1718.70	-0.68015	8.1376e+01
1718.90	-0.67989	8.1357e+01
1719.10	-0.67976	8.1259e+01
1719.30	-0.67937	8.1221e+01
1719.50	-0.67924	8.1143e+01
1719.70	-0.67911	8.1104e+01
1719.90	-0.67898	8.1026e+01
1720.10	-0.67872	8.0949e+01
1720.30	-0.67859	8.0929e+01
1720.50	-0.67833	8.0832e+01
1720.70	-0.67807	8.0793e+01
1720.90	-0.67794	8.0696e+01
1721.10	-0.67781	8.0657e+01
1721.30	-0.67755	8.0618e+01
1721.50	-0.67729	8.0521e+01
1721.70	-0.67716	8.0482e+01
1721.90	-0.67690	8.0385e+01
1722.10	-0.67664	8.0366e+01
1722.30	-0.67651	8.0288e+01
1722.50	-0.67625	8.0249e+01
1722.70	-0.67612	8.0172e+01
1722.90	-0.67599	8.0094e+01
1723.10	-0.67573	8.0055e+01
1723.30	-0.67547	7.9997e+01
1723.50	-0.67521	7.9938e+01
1723.70	-0.67521	7.9861e+01
1723.90	-0.67495	7.9822e+01
1724.10	-0.67469	7.9744e+01
1724.30	-0.67443	7.9686e+01
1724.50	-0.67443	7.9628e+01
1724.70	-0.67404	7.9550e+01
1724.90	-0.67378	7.9530e+01
1725.10	-0.67378	7.9453e+01
1725.30	-0.67365	7.9414e+01
1725.50	-0.67326	7.9336e+01
1725.70	-0.67313	7.9278e+01
1725.90	-0.67300	7.9220e+01
1726.10	-0.67274	7.9123e+01
1726.30	-0.67261	7.9123e+01
1726.50	-0.67248	7.9045e+01
1726.70	-0.67210	7.8987e+01
1726.90	-0.67197	7.8889e+01
1727.10	-0.67171	7.8851e+01
1727.30	-0.67171	7.8792e+01
1727.50	-0.67145	7.8715e+01
1727.70	-0.67119	7.8695e+01
1727.90	-0.67093	7.8637e+01
1728.10	-0.67080	7.8579e+01
1728.30	-0.67054	7.8481e+01
1728.50	-0.67041	7.8462e+01
1728.70	-0.67015	7.8404e+01
1728.90	-0.67002	7.8326e+01
1729.10	-0.66976	7.8287e+01
1729.30	-0.66963	7.8209e+01
1729.50	-0.66937	7.8171e+01
1729.70	-0.66924	7.8093e+01
1729.90	-0.66911	7.8074e+01
1730.10	-0.66885	7.7996e+01
1730.30	-0.66872	7.7918e+01
1730.50	-0.66846	7.7918e+01
1730.70	-0.66820	7.7802e+01
1730.90	-0.66807	7.7802e+01
1731.10	-0.66781	7.7685e+01
1731.30	-0.66755	7.7666e+01
1731.50	-0.66742	7.7588e+01
1731.70	-0.66742	7.7530e+01
1731.90	-0.66716	7.7491e+01
1732.10	-0.66703	7.7413e+01
1732.30	-0.66677	7.7394e+01
1732.50	-0.66664	7.7316e+01
1732.70	-0.66651	7.7277e+01
1732.90	-0.66625	7.7199e+01
1733.10	-0.66612	7.7141e+01
1733.30	-0.66599	7.7102e+01
1733.50	-0.66573	7.7005e+01
1733.70	-0.66560	7.7005e+01
1733.90	-0.66547	7.6947e+01
1734.10	-0.66521	7.6908e+01
1734.30	-0.66495	7.6850e+01
1734.50	-0.66495	7.6791e+01
1734.70	-0.66482	7.6733e+01
1734.90	-0.66456	7.6655e+01
1735.10	-0.66443	7.6655e+01
1735.30	-0.66430	7.6558e+01
1735.50	-0.66404	7.6519e+01
1735.70	-0.66391	7.6442e+01
1735.90	-0.66378	7.6403e+01
1736.10	-0.66365	7.6364e+01
1736.30	-0.66339	7.6267e+01
1736.50	-0.66326	7.6247e+01
1736.70	-0.66313	7.6170e+01
1736.90	-0.66287	7.6150e+01
1737.10	-0.66274	7.6053e+01
1737.30	-0.66248	7.6034e+01
1737.50	-0.66248	7.5975e+01
1737.70	-0.66222	7.5898e+01
1737.90	-0.66196	7.5859e+01
1738.10	-0.66183	7.5820e+01
1738.30	-0.66157	7.5762e+01
1738.50	-0.66144	7.5684e+01
1738.70	-0.66118	7.5645e+01
1738.90	-0.66092	7.5587e+01
1739.10	-0.66079	7.5509e+01
1739.30	-0.66066	7.5509e+01
1739.50	-0.66040	7.5393e+01
1739.70	-0.66014	7.5373e+01
1739.90	-0.66001	7.5315e+01
1740.10	-0.65975	7.5276e+01
1740.30	-0.65962	7.5198e+01
1740.50	-0.65937	7.5160e+01
1740.70	-0.65911	7.5101e+01
1740.90	-0.65898	7.5024e+01
1741.10	-0.65898	7.5004e+01
1741.30	-0.65859	7.4946e+01
1741.50	-0.65846	7.4888e+01
1741.70	-0.65820	7.4829e+01
1741.90	-0.65807	7.4771e+01
1742.10	-0.65794	7.4713e+01
1742.30	-0.65768	7.4635e+01
1742.50	-0.65742	7.4616e+01
1742.70	-0.65716	7.4538e+01
1742.90	-0.65703	7.4499e+01
1743.10	-0.65690	7.4441e+01
1743.30	-0.65664	7.4383e+01
1743.50	-0.65638	7.4363e+01
1743.70	-0.65625	7.4266e+01
1743.90	-0.65599	7.4266e+01
1744.10	-0.65586	7.4169e+01
1744.30	-0.65560	7.4149e+01
1744.50	-0.65547	7.4052e+01
1744.70	-0.65521	7.4033e+01
1744.90	-0.65495	7.3975e+01
1745.10	-0.65482	7.3877e+01
1745.30	-0.65456	7.3877e+01
1745.50	-0.65443	7.3780e+01
1745.70	-0.65417	7.3761e+01
1745.90	-0.65391	7.3664e+01
1746.10	-0.65378	7.3664e+01
1746.30	-0.65352	7.3586e+01
1746.50	-0.65326	7.3508e+01
1746.70	-0.65313	7.3489e+01
1746.90	-0.65300	7.3411e+01
1747.10	-0.65274	7.3392e+01
1747.30	-0.65261	7.3314e+01
1747.50	-0.65248	7.3314e+01
1747.70	-0.65222	7.3198e+01
1747.90	-0.65196	7.3139e+01
1748.10	-0.65183	7.3120e+01
1748.30	-0.65157	7.3023e+01
1748.50	-0.65131	7.3023e+01
1748.70	-0.65118	7.2945e+01
1748.90	-0.65079	7.2926e+01
1749.10	-0.65079	7.2848e+01
1749.30	-0.65053	7.2809e+01
1749.50	-0.65040	7.2770e+01
1749.70	-0.65014	7.2654e+01
1749.90	-0.64988	7.2673e+01
1750.10	-0.64962	7.2576e+01
1750.30	-0.64949	7.2556e+01
1750.50	-0.64936	7.2459e+01
1750.70	-0.64910	7.2440e+01
1750.90	-0.64884	7.2382e+01
1751.10	-0.64871	7.2304e+01
1751.30	-0.64845	7.2304e+01
1751.50	-0.64832	7.2207e+01
1751.70	-0.64806	7.2168e+01
1751.90	-0.64793	7.2090e+01
1752.10	-0.64767	7.2071e+01
1752.30	-0.64754	7.2013e+01
1752.50	-0.64728	7.1915e+01
1752.70	-0.64702	7.1915e+01
1752.90	-0.64689	7.1857e+01
1753.10	-0.64663	7.1818e+01
1753.30	-0.64651	7.1760e+01
1753.50	-0.64625	7.1741e+01
1753.70	-0.64599	7.1663e+01
1753.90	-0.64586	7.1585e+01
1754.10	-0.64560	7.1566e+01
1754.30	-0.64547	7.1507e+01
1754.50	-0.64521	7.1469e+01
1754.70	-0.64495	7.1430e+01
1754.90	-0.64482	7.1391e+01
1755.10	-0.64469	7.1333e+01
1755.30	-0.64443	7.1274e+01
1755.50	-0.64417	7.1216e+01
1755.70	-0.64391	7.1138e+01
1755.90	-0.64391	7.1138e+01
1756.10	-0.64352	7.1080e+01
1756.30	-0.64326	7.1041e+01
1756.50	-0.64313	7.0983e+01
1756.70	-0.64287	7.0925e+01
1756.90	-0.64274	7.0886e+01
1757.10	-0.64261	7.0808e+01
1757.30	-0.64235	7.0808e+01
1757.50	-0.64222	7.0730e+01
1757.70	-0.64196	7.0672e+01
1757.90	-0.64170	7.0575e+01
1758.10	-0.64157	7.0556e+01
1758.30	-0.64131	7.0517e+01
1758.50	-0.64118	7.0439e+01
1758.70	-0.64092	7.0420e+01
1758.90	-0.64079	7.0342e+01
1759.10	-0.64053	7.0303e+01
1759.30	-0.64040	7.0225e+01
1759.50	-0.64014	7.0206e+01
1759.70	-0.64001	7.0128e+01
1759.90	-0.63988	7.0051e+01
1760.10	-0.63949	7.0051e+01
1760.30	-0.63936	6.9973e+01
1760.50	-0.63923	6.9934e+01
1760.70	-0.63897	6.9856e+01
1760.90	-0.63884	6.9856e+01
1761.10	-0.63858	6.9798e+01
1761.30	-0.63832	6.9720e+01
1761.50	-0.63819	6.9681e+01
1761.70	-0.63793	6.9604e+01
1761.90	-0.63780	6.9584e+01
1762.10	-0.63767	6.9526e+01
1762.30	-0.63741	6.9507e+01
1762.50	-0.63728	6.9409e+01
1762.70	-0.63702	6.9371e+01
1762.90	-0.63676	6.9332e+01
1763.10	-0.63650	6.9254e+01
1763.30	-0.63650	6.9235e+01
1763.50	-0.63624	6.9157e+01
1763.70	-0.63598	6.9137e+01
1763.90	-0.63585	6.9060e+01
1764.10	-0.63572	6.9040e+01
1764.30	-0.63546	6.8982e+01
1764.50	-0.63520	6.8904e+01
1764.70	-0.63494	6.8885e+01
1764.90	-0.63481	6.8827e+01
1765.10	-0.63455	6.8788e+01
1765.30	-0.63442	6.8730e+01
1765.50	-0.63429	6.8710e+01
1765.70	-0.63403	6.8652e+01
1765.90	-0.63378	6.8594e+01
1766.10	-0.63365	6.8594e+01
1766.30	-0.63352	6.8535e+01
1766.50	-0.63313	6.8496e+01
1766.70	-0.63300	6.8438e+01
1766.90	-0.63274	6.8419e+01
1767.10	-0.63261	6.8360e+01
1767.30	-0.63235	6.8263e+01
1767.50	-0.63222	6.8283e+01
1767.70	-0.63209	6.8205e+01
1767.90	-0.63183	6.8186e+01
1768.10	-0.63157	6.8127e+01
1768.30	-0.63131	6.8127e+01
1768.50	-0.63118	6.8050e+01
1768.70	-0.63092	6.7991e+01
1768.90	-0.63066	6.7953e+01
1769.10	-0.63053	6.7875e+01
1769.30	-0.63027	6.7875e+01
1769.50	-0.63014	6.7817e+01
1769.70	-0.62988	6.7817e+01
1769.90	-0.62975	6.7739e+01
1770.10	-0.62949	6.7700e+01
1770.30	-0.62936	6.7700e+01
1770.50	-0.62910	6.7603e+01
1770.70	-0.62884	6.7583e+01
1770.90	-0.62858	6.7545e+01
1771.10	-0.62845	6.7506e+01
1771.30	-0.62819	6.7447e+01
1771.50	-0.62806	6.7428e+01
1771.70	-0.62780	6.7350e+01
1771.90	-0.62767	6.7292e+01
1772.10	-0.62741	6.7311e+01
1772.30	-0.62728	6.7253e+01
1772.50	-0.62702	6.7234e+01
1772.70	-0.62676	6.7175e+01
1772.90	-0.62676	6.7137e+01
1773.10	-0.62637	6.7098e+01
1773.30	-0.62624	6.7020e+01
1773.50	-0.62598	6.7001e+01
1773.70	-0.62585	6.6942e+01
1773.90	-0.62559	6.6903e+01
1774.10	-0.62533	6.6806e+01
1774.30	-0.62520	6.6826e+01
1774.50	-0.62507	6.6748e+01
1774.70	-0.62481	6.6651e+01
1774.90	-0.62455	6.6670e+01
1775.10	-0.62442	6.6593e+01
1775.30	-0.62429	6.6554e+01
1775.50	-0.62416	6.6496e+01
1775.70	-0.62377	6.6476e+01
1775.90	-0.62364	6.6437e+01
1776.10	-0.62338	6.6340e+01
1776.30	-0.62338	6.6321e+01
1776.50	-0.62312	6.6243e+01
1776.70	-0.62286	6.6243e+01
1776.90	-0.62260	6.6165e+01
1777.10	-0.62247	6.6146e+01
1777.30	-0.62234	6.6068e+01
1777.50	-0.62221	6.5990e+01
1777.70	-0.62182	6.5990e+01
1777.90	-0.62169	6.5913e+01
1778.10	-0.62143	6.5893e+01
1778.30	-0.62130	6.5816e+01
1778.50	-0.62104	6.5796e+01
1778.70	-0.62092	6.5738e+01
1778.90	-0.62079	6.5699e+01
1779.10	-0.62053	6.5641e+01
1779.30	-0.62040	6.5544e+01
1779.50	-0.62014	6.5583e+01
1779.70	-0.62001	6.5505e+01
1779.90	-0.61975	6.5447e+01
1780.10	-0.61962	6.5408e+01
1780.30	-0.61936	6.5369e+01
1780.50	-0.61923	6.5311e+01
1780.70	-0.61897	6.5233e+01
1780.90	-0.61884	6.5233e+01
1781.10	-0.61858	6.5155e+01
1781.30	-0.61845	6.5136e+01
1781.50	-0.61819	6.5058e+01
1781.70	-0.61806	6.5058e+01
1781.90	-0.61780	6.4980e+01
1782.10	-0.61754	6.4903e+01
1782.30	-0.61741	6.4903e+01
1782.50	-0.61715	6.4825e+01
1782.70	-0.61689	6.4805e+01
1782.90	-0.61689	6.4728e+01
1783.10	-0.61650	6.4728e+01
1783.30	-0.61637	6.4669e+01
1783.50	-0.61611	6.4592e+01
1783.70	-0.61611	6.4572e+01
1783.90	-0.61585	6.4475e+01
1784.10	-0.61559	6.4475e+01
1784.30	-0.61546	6.4417e+01
1784.50	-0.61520	6.4398e+01
1784.70	-0.61507	6.4320e+01
1784.90	-0.61481	6.4262e+01
1785.10	-0.61468	6.4242e+01
1785.30	-0.61442	6.4164e+01
1785.50	-0.61429	6.4145e+01
1785.70	-0.61416	6.4087e+01
1785.90	-0.61390	6.4087e+01
1786.10	-0.61364	6.3990e+01
1786.30	-0.61351	6.3951e+01
1786.50	-0.61338	6.3912e+01
1786.70	-0.61312	6.3834e+01
1786.90	-0.61299	6.3854e+01
1787.10	-0.61273	6.3776e+01
1787.30	-0.61247	6.3756e+01
1787.50	-0.61234	6.3659e+01
1787.70	-0.61208	6.3640e+01
1787.90	-0.61195	6.3601e+01
1788.10	-0.61169	6.3523e+01
1788.30	-0.61156	6.3504e+01
1788.50	-0.61143	6.3426e+01
1788.70	-0.61117	6.3446e+01
1788.90	-0.61078	6.3349e+01
1789.10	-0.61078	6.3329e+01
1789.30	-0.61052	6.3290e+01
1789.50	-0.61039	6.3213e+01
1789.70	-0.61013	6.3193e+01
1789.90	-0.60987	6.3115e+01
1790.10	-0.60961	6.3096e+01
1790.30	-0.60948	6.3038e+01
1790.50	-0.60935	6.3038e+01
1790.70	-0.60896	6.2979e+01
1790.90	-0.60883	6.2921e+01
1791.10	-0.60870	6.2902e+01
1791.30	-0.60857	6.2824e+01
1791.50	-0.60844	6.2824e+01
1791.70	-0.60806	6.2766e+01
1791.90	-0.60793	6.2746e+01
1792.10	-0.60780	6.2688e+01
1792.30	-0.60767	6.2610e+01
1792.50	-0.60741	6.2610e+01
1792.70	-0.60702	6.2533e+01
1792.90	-0.60689	6.2513e+01
1793.10	-0.60676	6.2455e+01
1793.30	-0.60637	6.2435e+01
1793.50	-0.60624	6.2358e+01
1793.70	-0.60598	6.2319e+01
1793.90	-0.60585	6.2280e+01
1794.10	-0.60572	6.2202e+01
1794.30	-0.60546	6.2222e+01
1794.50	-0.60520	6.2144e+01
1794.70	-0.60507	6.2144e+01
1794.90	-0.60481	6.2047e+01
1795.10	-0.60468	6.2028e+01
1795.30	-0.60442	6.1969e+01
1795.50	-0.60403	6.1892e+01
1795.70	-0.60390	6.1892e+01
1795.90	-0.60377	6.1833e+01
1796.10	-0.60351	6.1814e+01
1796.30	-0.60338	6.1775e+01
1796.50	-0.60325	6.1736e+01
1796.70	-0.60299	6.1658e+01
1796.90	-0.60273	6.1600e+01
1797.10	-0.60247	6.1620e+01
1797.30	-0.60234	6.1522e+01
1797.50	-0.60221	6.1503e+01
1797.70	-0.60208	6.1425e+01
1797.90	-0.60195	6.1425e+01
1798.10	-0.60169	6.1367e+01
1798.30	-0.60143	6.1309e+01
1798.50	-0.60130	6.1289e+01
1798.70	-0.60117	6.1173e+01
1798.90	-0.60091	6.1173e+01
1799.10	-0.60078	6.1095e+01
1799.30	-0.60065	6.1095e+01
1799.50	-0.60052	6.1017e+01
1799.70	-0.60026	6.0959e+01
1799.90	-0.60013	6.0940e+01
1800.10	-0.60000	6.0843e+01
1800.30	-0.59974	6.0823e+01
1800.50	-0.59974	6.0551e+01
1800.70	-0.60000	6.0240e+01
1800.90	-0.60013	6.0027e+01
1801.10	-0.60026	5.9813e+01
1801.30	-0.60052	5.9619e+01
1801.50	-0.60065	5.9463e+01
1801.70	-0.60078	5.9230e+01
1801.90	-0.60091	5.9094e+01
1802.10	-0.60117	5.8900e+01
1802.30	-0.60130	5.8783e+01
1802.50	-0.60156	5.8609e+01
1802.70	-0.60156	5.8453e+01
1802.90	-0.60182	5.8317e+01
1803.10	-0.60208	5.8142e+01
1803.30	-0.60221	5.7987e+01
1803.50	-0.60247	5.7793e+01
1803.70	-0.60247	5.7696e+01
1803.90	-0.60273	5.7521e+01
1804.10	-0.60299	5.7365e+01
1804.30	-0.60325	5.7229e+01
1804.50	-0.60338	5.7035e+01
1804.70	-0.60351	5.6899e+01
1804.90	-0.60377	5.6724e+01
1805.10	-0.60403	5.6588e+01
1805.30	-0.60429	5.6413e+01
1805.50	-0.60429	5.6277e+01
1805.70	-0.60455	5.6141e+01
1805.90	-0.60481	5.5967e+01
1806.10	-0.60494	5.5850e+01
1806.30	-0.60520	5.5675e+01
1806.50	-0.60533	5.5539e+01
1806.70	-0.60559	5.5364e+01
1806.90	-0.60585	5.5228e+01
1807.10	-0.60611	5.5092e+01
1807.30	-0.60624	5.4937e+01
1807.50	-0.60650	5.4820e+01
1807.70	-0.60663	5.4646e+01
1807.90	-0.60689	5.4510e+01
1808.10	-0.60702	5.4374e+01
1808.30	-0.60728	5.4238e+01
1808.50	-0.60741	5.4102e+01
1808.70	-0.60780	5.3946e+01
1808.90	-0.60793	5.3849e+01
1809.10	-0.60806	5.3674e+01
1809.30	-0.60819	5.3538e+01
1809.50	-0.60857	5.3383e+01
1809.70	-0.60883	5.3266e+01
1809.90	-0.60896	5.3130e+01
1810.10	-0.60909	5.3014e+01
1810.30	-0.60935	5.2897e+01
1810.50	-0.60961	5.2722e+01
1810.70	-0.60987	5.2606e+01
1810.90	-0.61000	5.2470e+01
1811.10	-0.61013	5.2353e+01
1811.30	-0.61039	5.2198e+01
1811.50	-0.61052	5.2101e+01
1811.70	-0.61078	5.1984e+01
1811.90	-0.61091	5.1829e+01
1812.10	-0.61117	5.1732e+01
1812.30	-0.61143	5.1557e+01
1812.50	-0.61156	5.1479e+01
1812.70	-0.61169	5.1343e+01
1812.90	-0.61195	5.1227e+01
1813.10	-0.61208	5.1110e+01
1813.30	-0.61234	5.0955e+01
1813.50	-0.61247	5.0877e+01
1813.70	-0.61273	5.0722e+01
1813.90	-0.61286	5.0624e+01
1814.10	-0.61312	5.0469e+01
1814.30	-0.61338	5.0372e+01
1814.50	-0.61364	5.0255e+01
1814.70	-0.61364	5.0119e+01
1814.90	-0.61377	5.0022e+01
1815.10	-0.61416	4.9906e+01
1815.30	-0.61429	4.9789e+01
1815.50	-0.61442	4.9673e+01
1815.70	-0.61468	4.9556e+01
1815.90	-0.61481	4.9459e+01
1816.10	-0.61507	4.9323e+01
1816.30	-0.61533	4.9265e+01
1816.50	-0.61546	4.9129e+01
1816.70	-0.61572	4.9031e+01
1816.90	-0.61598	4.8896e+01
1817.10	-0.61611	4.8818e+01
1817.30	-0.61637	4.8701e+01
1817.50	-0.61650	4.8604e+01
1817.70	-0.61663	4.8507e+01
1817.90	-0.61689	4.8371e+01
1818.10	-0.61715	4.8313e+01
1818.30	-0.61715	4.8196e+01
1818.50	-0.61741	4.8099e+01
1818.70	-0.61767	4.7982e+01
1818.90	-0.61793	4.7866e+01
1819.10	-0.61819	4.7788e+01
1819.30	-0.61832	4.7672e+01
1819.50	-0.61845	4.7594e+01
1819.70	-0.61858	4.7439e+01
1819.90	-0.61884	4.7380e+01
1820.10	-0.61897	4.7225e+01
1820.30	-0.61923	4.7147e+01
1820.50	-0.61936	4.7069e+01
1820.70	-0.61962	4.6933e+01
1820.90	-0.61988	4.6836e+01
1821.10	-0.62001	4.6739e+01
1821.30	-0.62027	4.6662e+01
1821.50	-0.62040	4.6506e+01
1821.90	-0.62066	4.4588e+01
1822.10	-0.62079	4.4463e+01
1822.30	-0.62104	4.4409e+01
1822.50	-0.62117	4.4281e+01
1822.70	-0.62143	4.4189e+01
1822.90	-0.62156	4.4085e+01
1823.10	-0.62169	4.3997e+01
1823.30	-0.62208	4.3908e+01
1823.50	-0.62221	4.3795e+01
1823.70	-0.62247	4.3739e+01
1823.90	-0.62247	4.3609e+01
1824.10	-0.62273	4.3517e+01
1824.30	-0.62299	4.3407e+01
1824.50	-0.62312	4.3330e+01
1824.70	-0.62338	4.3234e+01
1824.90	-0.62351	4.3142e+01
1825.10	-0.62377	4.3065e+01
1825.30	-0.62390	4.2950e+01
1825.50	-0.62403	4.2879e+01
1825.70	-0.62429	4.2769e+01
1825.90	-0.62455	4.2705e+01
1826.10	-0.62481	4.2594e+01
1826.30	-0.62494	4.2504e+01
1826.50	-0.62507	4.2429e+01
1826.70	-0.62533	4.2305e+01
1826.90	-0.62559	4.2227e+01
1827.10	-0.62559	4.2126e+01
1827.30	-0.62585	4.2069e+01
1827.50	-0.62611	4.1941e+01
1827.70	-0.62624	4.1858e+01
1827.90	-0.62637	4.1783e+01
1828.10	-0.62663	4.1663e+01
1828.30	-0.62689	4.1595e+01
1828.50	-0.62702	4.1486e+01
1828.70	-0.62728	4.1397e+01
1828.90	-0.62754	4.1279e+01
1829.10	-0.62780	4.1209e+01
1829.30	-0.62793	4.1139e+01
1829.50	-0.62819	4.1038e+01
1829.70	-0.62832	4.0981e+01
1829.90	-0.62858	4.0859e+01
1830.10	-0.62884	4.0771e+01
1830.30	-0.62884	4.0675e+01
1830.50	-0.62923	4.0597e+01
1830.70	-0.62936	4.0524e+01
1830.90	-0.62962	4.0403e+01
1831.10	-0.62975	4.0362e+01
1831.30	-0.63001	4.0240e+01
1831.50	-0.63014	4.0166e+01
1831.70	-0.63053	4.0065e+01
1831.90	-0.63066	3.9995e+01
1832.10	-0.63079	3.9914e+01
1832.30	-0.63092	3.9828e+01
1832.50	-0.63118	3.9773e+01
1832.70	-0.63144	3.9645e+01
1832.90	-0.63170	3.9572e+01
1833.10	-0.63196	3.9491e+01
1833.30	-0.63209	3.9410e+01
1833.50	-0.63235	3.9310e+01
1833.70	-0.63261	3.9231e+01
1833.90	-0.63274	3.9186e+01
1834.10	-0.63300	3.9075e+01
1834.30	-0.63326	3.9007e+01
1834.50	-0.63339	3.8903e+01
1834.70	-0.63365	3.8839e+01
1834.90	-0.63378	3.8734e+01
1835.10	-0.63390	3.8662e+01
1835.30	-0.63429	3.8606e+01
1835.50	-0.63442	3.8499e+01
1835.70	-0.63468	3.8454e+01
1835.90	-0.63481	3.8342e+01
1836.10	-0.63494	3.8294e+01
1836.30	-0.63520	3.8171e+01
1836.50	-0.63546	3.8118e+01
1836.70	-0.63559	3.8058e+01
1836.90	-0.63572	3.7953e+01
1837.10	-0.63598	3.7925e+01
1837.30	-0.63624	3.7812e+01
1837.50	-0.63637	3.7729e+01
1837.70	-0.63650	3.7650e+01
1837.90	-0.63676	3.7586e+01
1838.10	-0.63689	3.7514e+01
1838.30	-0.63715	3.7426e+01
1838.50	-0.63741	3.7381e+01
1838.70	-0.63754	3.7270e+01
1838.90	-0.63767	3.7219e+01
1839.10	-0.63793	3.7111e+01
1839.30	-0.63819	3.7066e+01
1839.50	-0.63832	3.6993e+01
1839.70	-0.63845	3.6918e+01
1839.90	-0.63871	3.6867e+01
1840.10	-0.63884	3.6744e+01
1840.30	-0.63910	3.6699e+01
1840.50	-0.63936	3.6600e+01
1840.70	-0.63936	3.6552e+01
1840.90	-0.63975	3.6456e+01
1841.10	-0.63988	3.6379e+01
1841.30	-0.64001	3.6334e+01
1841.50	-0.64027	3.6231e+01
1841.70	-0.64053	3.6191e+01
1841.90	-0.64079	3.6105e+01
1842.10	-0.64092	3.6048e+01
1842.30	-0.64105	3.5963e+01
1842.50	-0.64118	3.5884e+01
1842.70	-0.64144	3.5837e+01
1842.90	-0.64170	3.5724e+01
1843.10	-0.64183	3.5694e+01
1843.30	-0.64209	3.5600e+01
1843.50	-0.64222	3.5557e+01
1843.70	-0.64248	3.5448e+01
1843.90	-0.64261	3.5395e+01
1844.10	-0.64287	3.5337e+01
1844.30	-0.64300	3.5233e+01
1844.50	-0.64339	3.5171e+01
1844.70	-0.64339	3.5101e+01
1844.90	-0.64365	3.5017e+01
1845.10	-0.64378	3.4922e+01
1845.30	-0.64404	3.4858e+01
1845.50	-0.64430	3.4817e+01
1845.70	-0.64456	3.4723e+01
1845.90	-0.64482	3.4682e+01
1846.10	-0.64495	3.4578e+01
1846.30	-0.64508	3.4514e+01
1846.50	-0.64534	3.4444e+01
1846.70	-0.64547	3.4388e+01
1846.90	-0.64573	3.4318e+01
1847.10	-0.64586	3.4239e+01
1847.30	-0.64612	3.4209e+01
1847.50	-0.64625	3.4077e+01
1847.70	-0.64663	3.4042e+01
1847.90	-0.64663	3.3951e+01
1848.10	-0.64689	3.3910e+01
1848.30	-0.64702	3.3825e+01
1848.50	-0.64741	3.3765e+01
1848.70	-0.64754	3.3724e+01
1848.90	-0.64767	3.3611e+01
1849.10	-0.64793	3.3579e+01
1849.30	-0.64819	3.3486e+01
1849.50	-0.64832	3.3451e+01
1849.70	-0.64858	3.3356e+01
1849.90	-0.64871	3.3289e+01
1850.10	-0.64897	3.3242e+01
1850.30	-0.64923	3.3163e+01
1850.50	-0.64949	3.3123e+01
1850.70	-0.64962	3.3052e+01
1850.90	-0.64988	3.2999e+01
1851.10	-0.65001	3.2882e+01
1851.30	-0.65027	3.2837e+01
1851.50	-0.65040	3.2794e+01
1851.70	-0.65066	3.2715e+01
1851.90	-0.65079	3.2673e+01
1852.10	-0.65105	3.2573e+01
1852.30	-0.65118	3.2530e+01
1852.50	-0.65144	3.2432e+01
1852.70	-0.65157	3.2391e+01
1852.90	-0.65196	3.2338e+01
1853.10	-0.65196	3.2254e+01
1853.30	-0.65222	3.2233e+01
1853.50	-0.65235	3.2131e+01
1853.70	-0.65261	3.2086e+01
1853.90	-0.65274	3.1996e+01
1854.10	-0.65300	3.1958e+01
1854.30	-0.65326	3.1885e+01
1854.50	-0.65339	3.1824e+01
1854.70	-0.65365	3.1792e+01
1854.90	-0.65391	3.1698e+01
1855.10	-0.65404	3.1638e+01
1855.30	-0.65430	3.1567e+01
1855.50	-0.65443	3.1529e+01
1855.70	-0.65469	3.1465e+01
1855.90	-0.65469	3.1378e+01
1856.10	-0.65495	3.1359e+01
1856.30	-0.65521	3.1260e+01
1856.50	-0.65521	3.1220e+01
1856.70	-0.65560	3.1137e+01
1856.90	-0.65573	3.1103e+01
1857.10	-0.65599	3.1015e+01
1857.30	-0.65612	3.0970e+01
1857.50	-0.65638	3.0919e+01
1857.70	-0.65664	3.0844e+01
